Transaction Month and Year,Make,Model,Model Year,Vehicle Color,Vehicle Type,Vehicle Primary Use,Fuel Type Primary,Fuel Type Secondary,Gross Vehicle Weight Rating Class,Gross Vehicle Weight Rating Range (lbs),Electrification Level,Plate Background,Plate Configuration,Owner Type,County,State,Postal Code,Transaction Type,Transaction Channel,2020 GEOID,Transaction Count
2024-04-01,SUBARU,IMPREZA,2019,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grant,WA,98837,Original Registration,In-person,53025010200,1
2024-01-01,CHEVROLET,IMPALA,2010,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Benton,WA,99337,Registration Renewal,In-person,53005011100,1
2024-02-01,HONDA,CBR900/CBR929,2000,RED,MOTORCYCLE,Motorcycle,Gasoline,,1A,"3,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99016,Registration Renewal,In-person,53063013003,1
2023-12-01,DODGE,DAKOTA,1999,GREEN,TRUCK,Truck,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98125,Registration at time of Transfer,In-person,53033001202,1
2024-03-01,ACURA,ILX,2014,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1B,"3,001 - 4,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98038,Registration at time of Transfer,In-person,53033032011,1
2024-07-01,HONDA,CIVIC,2007,MAROON / BURGUNDY,PASSENGER CAR,Passenger Vehicle,Gasoline,,1B,"3,001 - 4,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Skagit,WA,98274,Registration Renewal,In-person,53057952700,1
2023-12-01,AUDI,TTS,2014,,PASSENGER CAR,Passenger Vehicle,Gasoline,,,,ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Unknown or Out of State,WA,98595,Registration Renewal,In-person,53027001601,1
2023-09-01,GMC,SIERRA,2002,GRAY,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98444,Registration Renewal,In-person,53053071503,1
2023-11-01,ACURA,MDX,2020,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98032,Registration Renewal,Online,53033029203,1
2024-05-01,LINCOLN,NAUTILUS,2023,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Business Owner,King,WA,98168,Original Registration,In-person,53033027200,1
2024-07-01,VOLVO,XC70,2004,ALUMINUM / SILVER,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98373,Registration Renewal,Online,53053071310,1
2024-02-01,TESLA,MODEL S,2018,,PASSENGER CAR,Passenger Vehicle,Electric,,1,"6,000",BEV (Battery Electric Vehicle),University of Washington,Standard,Individual Owner,King,WA,98040,Registration Renewal,Online,53033024601,1
2024-01-01,FORD,WINDSTAR,1999,WHITE,TRUCK,Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Yakima,WA,98932,Registration Renewal,In-person,53077002104,1
2024-05-01,HONDA,CR-V,2024,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Hybrid,Electric,1D,"5,001 - 6,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,King,WA,98006,Original Registration,In-person,53033024704,1
2024-02-01,HONDA,ACCORD,2008,GRAY,PASSENGER CAR,Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Unknown or Out of State,WA,98126,Registration Renewal,Online,53033009900,1
2023-11-01,TOYOTA,HIGHLANDER,2012,ALUMINUM / SILVER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),University of Washington,Standard,Individual Owner,Walla Walla,WA,99362,Registration Renewal,Online,53071920801,1
2023-12-01,LEXUS,RX,2004,BLACK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98075,Registration Renewal,Online,53033032218,1
2024-08-01,BMW,K 1200 LT,2003,BLACK,MOTORCYCLE,Motorcycle,Gasoline,,1A,"3,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98026,Registration Renewal,Online,53061042005,1
2024-05-01,MERCEDES-BENZ,GLK-CLASS,2010,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kittitas,WA,98926,Registration Renewal,Online,53037975202,1
2023-11-01,HYUNDAI,SONATA,2006,"BLUE,DARK",PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98115,Registration Renewal,Online,53033002000,1
2024-07-01,TOYOTA,YARIS,2007,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grays Harbor,WA,98520,Registration Renewal,In-person,53027000900,1
2024-02-01,INFINITI,G37,2013,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98604,Registration Renewal,In-person,53011040416,1
2023-09-01,HYUNDAI,TUCSON,2022,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98038,Registration Renewal,Online,53033032011,1
2024-04-01,PORSCHE,BOXSTER,2006,BLACK,PASSENGER CAR,Passenger Vehicle,Gasoline,,1B,"3,001 - 4,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98065,Registration at time of Transfer,In-person,53033032605,1
2024-07-01,AUDI,Q5,2014,BLACK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Diesel,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Benton,WA,99337,Registration Renewal,Online,53005011100,1
2024-02-01,SUBARU,FORESTER,2021,MAROON / BURGUNDY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98367,Registration Renewal,Online,53035092101,1
2023-10-01,TOYOTA,TUNDRA,2003,WHITE,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clallam,WA,98363,Registration at time of Transfer,In-person,53009000700,1
2024-08-01,TOYOTA,SEQUOIA,2020,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98177,Registration Renewal,In-person,53033020800,1
2023-09-01,HYUNDAI,SONATA,2009,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Benton,WA,99352,Registration Renewal,In-person,53005010400,1
2024-08-01,NISSAN,PATHFINDER,2018,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Thurston,WA,98501,Registration Renewal,Online,53067011720,1
2024-07-01,CHEVROLET,SILVERADO,2016,WHITE,TRUCK,Truck,Gasoline,Ethanol (E85),2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grant,WA,98837,Registration Renewal,In-person,53025011102,1
2024-05-01,CHEVROLET,SILVERADO,2019,,TRUCK,Truck,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98292,Registration Renewal,Online,53061053302,1
2024-01-01,SUBARU,FORESTER,2020,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grays Harbor,WA,98569,Registration Renewal,Online,53027000201,1
2024-03-01,KIA,SPECTRA,2007,RED,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98408,Registration Renewal,Online,53053063501,1
2023-11-01,TESLA,MODEL Y,2023,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Electric,,1D,"5,001 - 6,000",BEV (Battery Electric Vehicle),Standard Plate,Standard,Individual Owner,Clark,WA,98686,Original Registration,In-person,53011040811,1
2023-10-01,RAM,1500,2019,,TRUCK,Truck,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98292,Registration Renewal,Online,53061053400,1
2024-03-01,CHRYSLER,PACIFICA,2018,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Flexible Fuel Vehicle (FFV),,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98125,Registration Renewal,Online,53033001100,1
2023-11-01,MITSUBISHI,OUTLANDER,2012,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98682,Registration Renewal,Online,53011040603,1
2024-01-01,HONDA,FIT,2007,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1B,"3,001 - 4,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98665,Registration Renewal,Online,53011041008,1
2024-04-01,CHEVROLET,S-10 PICKUP,1996,GREEN,TRUCK,Truck,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98367,Registration Renewal,In-person,53035092102,1
2024-05-01,MITSUBISHI,OUTLANDER,2020,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Whatcom,WA,98266,Registration Renewal,In-person,53073010102,1
2024-03-01,JEEP,RENEGADE,2016,BLACK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98198,Registration Renewal,In-person,53033029001,1
2024-06-01,HONDA,ACCORD,2001,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Franklin,WA,99301,Registration Renewal,In-person,53021020300,1
2024-02-01,HONDA,HR-V,2024,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98168,Original Registration,In-person,53033026500,1
2024-02-01,TOYOTA,CAMRY,2012,WHITE,PASSENGER CAR,Passenger Vehicle,Gasoline,Electric,1,"6,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,Pierce,WA,98373,Registration at time of Transfer,In-person,53053071304,1
2024-04-01,NISSAN,KICKS,2020,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Island,WA,98277,Registration Renewal,In-person,53029970800,1
2024-01-01,RAM,2500,2024,WHITE,TRUCK,Truck,Diesel,,2H,"9,001 - 10,000",ICE (Internal Combustion Engine),Armed Forces/Army,Standard,Individual Owner,Thurston,WA,98513,Original Registration,In-person,53067012331,1
2023-09-01,ACURA,MDX,2017,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98109,Registration Renewal,Online,53033006800,1
2023-09-01,CHEVROLET,SILVERADO,2018,BLUE,TRUCK,Truck,Gasoline,Ethanol (E85),2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99216,Registration Renewal,In-person,53063010101,1
2023-12-01,FORD,MAVERICK,2022,BLUE,TRUCK,Truck,Hybrid,Electric,1D,"5,001 - 6,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Standard Plate,Standard,Individual Owner,King,WA,98092,Registration Renewal,Online,53033031000,1
2023-10-01,TESLA,MODEL Y,2021,,PASSENGER CAR,Passenger Vehicle,Electric,,1D,"5,001 - 6,000",BEV (Battery Electric Vehicle),Law Enforcement Memorial,Standard,Individual Owner,Kitsap,WA,98383,Registration Renewal,Online,53035091206,1
2024-06-01,MG,MGBCV,1974,ORANGE,PASSENGER CAR,Passenger Vehicle,Gasoline,,,,ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Skagit,WA,98233,Registration Renewal,In-person,53057951900,1
2024-04-01,DODGE,RAM,2007,GOLD,TRUCK,Truck,Diesel,,2G,"8,001 - 9,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Island,WA,98249,Registration Renewal,Online,53029971800,1
2024-05-01,NISSAN,ROGUE SELECT,2014,BLACK,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98499,Registration Renewal,In-person,53053071901,1
2024-06-01,MERCEDES-BENZ,E-CLASS,2017,RED,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Unknown or Out of State,WA,98563,Registration Renewal,In-person,53027000201,1
2024-02-01,HONDA,PILOT,2015,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98118,Registration Renewal,In-person,53033010301,1
2024-05-01,TOYOTA,CAMRY,2007,ALUMINUM / SILVER,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98037,Registration Renewal,In-person,53061051602,1
2024-07-01,FORD,F-150,2016,,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Thurston,WA,98502,Registration Renewal,Online,53067011100,1
2024-06-01,AUDI,A3,2015,BLACK,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99203,Original Registration,In-person,53063004500,1
2024-05-01,SUBARU,FORESTER,2014,GREEN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98042,Registration at time of Transfer,In-person,53033032005,1
2023-09-01,TOYOTA,SIENNA,2022,GRAY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Hybrid,Electric,2E,"6,001 - 7,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Standard Plate,Standard,Individual Owner,Snohomish,WA,98208,Original Registration,In-person,53061041701,1
2023-10-01,FORD,ESCAPE,2017,ALUMINUM / SILVER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99019,Registration Renewal,In-person,53063013205,1
2024-04-01,KIA,SPORTAGE,2017,BROWN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98252,Registration at time of Transfer,In-person,53061053606,1
2024-07-01,MAZDA,MAZDA6,2006,ALUMINUM / SILVER,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98312,Registration Renewal,In-person,53035091301,1
2023-09-01,SUBARU,FORESTER,2017,BRONZE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98126,Registration Renewal,Online,53033011402,1
2024-04-01,FORD,WINDSTAR,2000,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Yakima,WA,98951,Registration Renewal,In-person,53077940008,1
2024-08-01,FORD,ESCAPE,2013,GRAY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98117,Registration Renewal,Online,53033003400,1
2024-01-01,NISSAN,MAXIMA,2014,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98372,Registration Renewal,Online,53053073406,1
2024-03-01,PORSCHE,MACAN,2018,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98671,Registration Renewal,In-person,53011040605,1
2024-08-01,MAZDA,CX-9,2012,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99003,Registration Renewal,In-person,53063010201,1
2024-08-01,HONDA,CIVIC,2014,,PASSENGER CAR,Passenger Vehicle,Gasoline,Electric,1B,"3,001 - 4,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Standard Plate,Standard,Individual Owner,King,WA,98102,Registration Renewal,Online,53033006500,1
2024-03-01,SUBARU,LEGACY,2002,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Yakima,WA,98908,Original Registration,In-person,53077003002,1
2024-07-01,HONDA,CIVIC,2019,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1B,"3,001 - 4,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98052,Original Registration,In-person,53033022803,1
2024-08-01,HONDA,ODYSSEY,2020,ALUMINUM / SILVER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98312,Registration Renewal,In-person,53035081100,1
2023-10-01,FORD,F-350,2002,,TRUCK,Truck,Diesel,,2H,"9,001 - 10,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Klickitat,WA,98672,Registration Renewal,Online,53039950302,1
2023-11-01,CHEVROLET,EQUINOX,2013,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,Ethanol (E85),1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99203,Registration Renewal,In-person,53063004100,1
2024-07-01,LEXUS,RX,2021,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Hybrid,Electric,1D,"5,001 - 6,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Standard Plate,Standard,Business Owner,King,WA,98004,Registration Renewal,Online,53033023702,1
2023-12-01,TOYOTA,COROLLA,2005,RED,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98108,Registration Renewal,In-person,53033010101,1
2023-09-01,TOYOTA,CAMRY,2014,GRAY,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Franklin,WA,99301,Registration Renewal,In-person,53021020102,1
2024-08-01,TOYOTA,COROLLA,2021,,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1,"6,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,Thurston,WA,98501,Registration Renewal,Online,53067010100,1
2024-07-01,LAND ROVER,RANGE ROVER SPORT,2015,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98052,Original Registration,In-person,53033032313,1
2024-05-01,HYUNDAI,ELANTRA,2024,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1B,"3,001 - 4,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Skagit,WA,98284,Original Registration,In-person,53057950900,1
2024-06-01,TOYOTA,COROLLA,2005,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98028,Registration Renewal,Online,53033022102,1
2024-03-01,SUBARU,OUTBACK,2019,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98026,Original Registration,In-person,53061050800,1
2023-09-01,TOYOTA,TUNDRA,2008,GREEN,TRUCK,Truck,Gasoline,,2,"6,001 - 10,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99217,Registration Renewal,In-person,53063014400,1
2024-08-01,DODGE,RAM,2004,WHITE,TRUCK,Truck,Gasoline,,2G,"8,001 - 9,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98685,Registration Renewal,In-person,53011040908,1
2023-11-01,FORD,FUSION,2016,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98662,Registration Renewal,In-person,53011041203,1
2024-02-01,FORD,RANGER,1997,BLUE,TRUCK,Truck,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grant,WA,98851,Registration Renewal,In-person,53025010300,1
